shortage_rate,shortage_portions_per_day,worst_day_shortage_portions,shortage_portions_per_meal,median_shortage_portions_per_meal,worst_meal_shortage_portions,mean_shortage_depth,unmet_demand_rate,fill_rate,n_oof_days,rows_per_day,rows_per_year_assumed,per_row_portions_saved,per_row_ci_lo,per_row_ci_hi,annual_portions_saved,annual_portions_saved_lo,annual_portions_saved_hi,annual_toman,annual_toman_lo,annual_toman_hi
0.15360824742268042,31.3625,207.0,17.669014084507044,8.0,114.0,4.209731543624161,0.002816686368877019,0.997183313631123,80,48.5,10864.0,15.201546391752577,10.827918791694229,19.971542006716742,165149.6,117634.5097529661,216970.8323609707,61931100000.0,44112941157.36229,81364062135.36401
