ym,n,pinball,shortage_rate,coverage,coverage_gap
1403-02,1455,0.009984299160147845,0.20824742268041238,0.3443298969072165,0.14432989690721648
1403-03,71,0.012025331709266982,0.08450704225352113,0.16901408450704225,-0.03098591549295776
