raw_food_name,main_food,canonical_food,matched,match_score,has_extras,extras_list
ساندویچ مرغ و قارچ+میوه+نوشیدنی,ساندویچ مرغ و قارچ,ساندویچ مرغ و قارچ,True,100.0,True,میوه|نوشیدنی
ساندویچ مرغ و قارچ+نوشیدنی,ساندویچ مرغ و قارچ,ساندویچ مرغ و قارچ,True,100.0,True,نوشیدنی
ساندویچ همبرگر+دوغ,ساندویچ همبرگر,ساندویچ همبرگر,True,100.0,True,دوغ
ساندویچ همبرگر+دوغ+میوه,ساندویچ همبرگر,ساندویچ همبرگر,True,100.0,True,دوغ|میوه
ساندویچ همبرگر+میوه+نوشیدنی,ساندویچ همبرگر,ساندویچ همبرگر,True,100.0,True,میوه|نوشیدنی
ساندویچ همبرگر+نوشیدنی,ساندویچ همبرگر,ساندویچ همبرگر,True,100.0,True,نوشیدنی
سبزی پلو با تن ماهی + 2 خرما,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,2 خرما
سبزی پلو با تن ماهی+آش+خرما,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,آش|خرما
سبزی پلو با تن ماهی+خرما,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,خرما
سبزی پلو با تن ماهی+خرما+ ژله تک نفره,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,خرما|ژله تک نفره
سبزی پلو با تن ماهی+خرما+بامیه,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,خرما|بامیه
سبزی پلو با تن ماهی+خرما+زیتون (40 گرم),سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,خرما|زیتون (40 گرم)
سبزی پلو با تن ماهی+خرما+ژله تک نفره,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,خرما|ژله تک نفره
سبزی پلو با تن ماهی+زیتون (40 گرم)+خرما,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,زیتون (40 گرم)|خرما
سبزی پلو با تن ماهی+میوه+خرما,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,میوه|خرما
سبزی پلو با تن ماهی+میوه+زیتون (40 گرم)+خرما,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,میوه|زیتون (40 گرم)|خرما
سبزی پلو با تن ماهی+میوه+ژله تک نفره,سبزی پلو با تن ماهی,سبزی پلو با تن ماهی,True,100.0,True,میوه|ژله تک نفره
سبزی پلو با ماهی فیله+میوه+خرما,سبزی پلو با ماهی فیله,سبزی پلو با ماهی فیله,True,100.0,True,میوه|خرما
سبزی پلو با ماهی قزل آلا,سبزی پلو با ماهی قزل آلا,سبزی پلو با ماهی قزل آلا,True,100.0,False,
سبزی پلو با ماهی قزل آلا+ترشی (60 گرم)+خرما,سبزی پلو با ماهی قزل آلا,سبزی پلو با ماهی قزل آلا,True,100.0,True,ترشی (60 گرم)|خرما
سبزی پلو با ماهی قزل آلا+خرما+ژله تک نفره,سبزی پلو با ماهی قزل آلا,سبزی پلو با ماهی قزل آلا,True,100.0,True,خرما|ژله تک نفره
سبزی پلو با ماهی قزل آلا+زیتون (40 گرم)+خرما,سبزی پلو با ماهی قزل آلا,سبزی پلو با ماهی قزل آلا,True,100.0,True,زیتون (40 گرم)|خرما
سبزی پلو با ماهی قزل آلا+میوه+خرما,سبزی پلو با ماهی قزل آلا,سبزی پلو با ماهی قزل آلا,True,100.0,True,میوه|خرما
سبزی پلو با ماهی قزل آلا+ژله تک نفره,سبزی پلو با ماهی قزل آلا,سبزی پلو با ماهی قزل آلا,True,100.0,True,ژله تک نفره
سبزی پلو ماهی+آش+خرما,سبزی پلو ماهی,سبزی پلو ماهی,True,100.0,True,آش|خرما
سبزی پلو ماهی+خرما+خوراک لوبیا,سبزی پلو ماهی,سبزی پلو ماهی,True,100.0,True,خرما|خوراک لوبیا
سبزی پلو ماهی+خرما+ژله تک نفره,سبزی پلو ماهی,سبزی پلو ماهی,True,100.0,True,خرما|ژله تک نفره
سبزی پلو ماهی+زیتون (40 گرم)+خرما,سبزی پلو ماهی,سبزی پلو ماهی,True,100.0,True,زیتون (40 گرم)|خرما
سبزی پلو ماهی+میوه+خرما,سبزی پلو ماهی,سبزی پلو ماهی,True,100.0,True,میوه|خرما
سبزی پلوباگوشت+سالاد شیرازی,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,سالاد شیرازی
سبزی پلوباگوشت+سالاد شیرازی+میوه,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,سالاد شیرازی|میوه
سبزی پلوباگوشت+سالاد کلم,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,سالاد کلم
سبزی پلوباگوشت+سالاد کلم+میوه,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,سالاد کلم|میوه
سبزی پلوباگوشت+ماست,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,ماست
سبزی پلوباگوشت+ماست موسیر,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,ماست موسیر
سبزی پلوباگوشت+ماست موسیر+میوه,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,ماست موسیر|میوه
سبزی پلوباگوشت+میوه+ماست و خیار,سبزی پلوباگوشت,سبزی پلوباگوشت,True,100.0,True,میوه|ماست و خیار
شوید باقلاباگوشت,شوید باقلاباگوشت,چلو شوید باقلاباگوشت,True,95.0,False,
شوید باقلاباگوشت+سالاد شیرازی+میوه,شوید باقلاباگوشت,چلو شوید باقلاباگوشت,True,95.0,True,سالاد شیرازی|میوه
شوید باقلاباگوشت+ماست,شوید باقلاباگوشت,چلو شوید باقلاباگوشت,True,95.0,True,ماست
شوید باقلاباگوشت+ماست و خیار,شوید باقلاباگوشت,چلو شوید باقلاباگوشت,True,95.0,True,ماست و خیار
شوید باقلاباگوشت+میوه+ماست و خیار,شوید باقلاباگوشت,چلو شوید باقلاباگوشت,True,95.0,True,میوه|ماست و خیار
صبحانه روزانه,صبحانه روزانه,صبحانه روزانه,False,43.2,False,
صبحانه هفتگی,صبحانه هفتگی,صبحانه هفتگی,False,49.09,False,
صبحانه هفتگی (فارابی),صبحانه هفتگی,صبحانه هفتگی,False,49.09,False,
صبحانه هفتگی+3 تخم مرغ+خامه 100گرمی+شیر 1لیتری+کره 50 گرمی+پنیر100 گرمی+3 مربا,صبحانه هفتگی,صبحانه هفتگی,False,49.09,True,3 تخم مرغ|خامه 100گرمی|شیر 1لیتری|کره 50 گرمی|پنیر100 گرمی|3 مربا
صبحانه هفتگی+3 تخم مرغ+شیر 1لیتری+خامه 100گرمی+پنیر100 گرمی+3 مربا+2 حلوا ارده 50 گرمی,صبحانه هفتگی,صبحانه هفتگی,False,49.09,True,3 تخم مرغ|شیر 1لیتری|خامه 100گرمی|پنیر100 گرمی|3 مربا|2 حلوا ارده 50 گرمی
صبحانه هفتگی+3 تخم مرغ+شیر 1لیتری+کره 50گرمی+پنیر100 گرمی+3 مربا+2 حلوا ارده 50 گرمی,صبحانه هفتگی,صبحانه هفتگی,False,49.09,True,3 تخم مرغ|شیر 1لیتری|کره 50گرمی|پنیر100 گرمی|3 مربا|2 حلوا ارده 50 گرمی
صبحانه هفتگی+4 تخم مرغ+خامه 100گرمی+شیر 1لیتری+پنیر100 گرمی+3مربا+شیر کاکائو تک نفره,صبحانه هفتگی,صبحانه هفتگی,False,49.09,True,4 تخم مرغ|خامه 100گرمی|شیر 1لیتری|پنیر100 گرمی|3مربا|شیر کاکائو تک نفره
عدس پلو با سویا(رستوران آزاد-کشاورزی),عدس پلو با سویا,عدس پلو با سویا,False,85.5,False,
عدس پلو با گوشت و کشمش+بورانی+میوه,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,بورانی|میوه
عدس پلو با گوشت و کشمش+ترشی (60 گرم),عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,ترشی (60 گرم)
عدس پلو با گوشت و کشمش+دوغ,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,دوغ
عدس پلو با گوشت و کشمش+سالاد,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,سالاد
عدس پلو با گوشت و کشمش+سالاد کلم+میوه,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,سالاد کلم|میوه
عدس پلو با گوشت و کشمش+ماست,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,ماست
عدس پلو با گوشت و کشمش+ماست موسیر,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,ماست موسیر
عدس پلو با گوشت و کشمش+ماست موسیر+میوه,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,ماست موسیر|میوه
عدس پلو با گوشت و کشمش+ماست و خیار,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,ماست و خیار
عدس پلو با گوشت و کشمش+ماست+میوه,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,ماست|میوه
عدس پلو با گوشت و کشمش+میوه,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,میوه
عدس پلو با گوشت و کشمش+میوه+ماست و خیار,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,میوه|ماست و خیار
عدس پلو با گوشت و کشمش+میوه+ژله تک نفره,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,میوه|ژله تک نفره
عدس پلو با گوشت و کشمش+ژله تک نفره,عدس پلو با گوشت و کشمش,عدس پلو با گوشت و کشمش,True,100.0,True,ژله تک نفره
لوبیا پلو با سویا(رستوران آزاد-کشاورزی),لوبیا پلو با سویا,لوبیا پلو با سویا,False,85.5,False,
لوبیا پلو با مرغ+بورانی,لوبیا پلو با مرغ,لوبیا پلو با مرغ,True,100.0,True,بورانی
لوبیا پلو با مرغ+سالاد شیرازی,لوبیا پلو با مرغ,لوبیا پلو با مرغ,True,100.0,True,سالاد شیرازی
لوبیا پلو با مرغ+سالاد کلم+میوه,لوبیا پلو با مرغ,لوبیا پلو با مرغ,True,100.0,True,سالاد کلم|میوه
لوبیا پلو با مرغ+ماست و خیار,لوبیا پلو با مرغ,لوبیا پلو با مرغ,True,100.0,True,ماست و خیار
لوبیا پلو با مرغ+ماست+میوه,لوبیا پلو با مرغ,لوبیا پلو با مرغ,True,100.0,True,ماست|میوه
لوبیا پلو با مرغ+ژله تک نفره,لوبیا پلو با مرغ,لوبیا پلو با مرغ,True,100.0,True,ژله تک نفره
لوبیا پلو با گوشت+ماست,لوبیا پلو با گوشت,لوبیا پلو با گوشت,True,100.0,True,ماست
لوبیا پلو باگوشت,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,False,
لوبیا پلو باگوشت+سالاد,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,سالاد
لوبیا پلو باگوشت+سالاد شیرازی,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,سالاد شیرازی
لوبیا پلو باگوشت+سالاد شیرازی+میوه,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,سالاد شیرازی|میوه
لوبیا پلو باگوشت+سالاد کلم+میوه,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,سالاد کلم|میوه
لوبیا پلو باگوشت+ماست,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,ماست
لوبیا پلو باگوشت+ماست موسیر,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,ماست موسیر
لوبیا پلو باگوشت+ماست موسیر+میوه,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,ماست موسیر|میوه
لوبیا پلو باگوشت+ماست و خیار,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,ماست و خیار
لوبیا پلو باگوشت+میوه+ماست و خیار,لوبیا پلو باگوشت,لوبیا پلو باگوشت,True,100.0,True,میوه|ماست و خیار
ماکارونی با سویا(رستوران آزاد-کشاورزی),ماکارونی با سویا,ماکارونی با سویا,False,85.5,False,
نودالیت (طبخ نشده -پخت توسط دانشجو) + کنسرو خوراک لوبیا+ژله تک نفره,نودالیت,نودالیت,False,83.08,True,کنسرو خوراک لوبیا|ژله تک نفره
نودالیت 2بسته (طبخ نشده -پخت توسط دانشجو) + کنسرو خوراک لوبیا+دوغ,نودالیت 2بسته,نودالیت 2بسته,False,53.2,True,کنسرو خوراک لوبیا|دوغ
نودالیت 2عدد (طبخ نشده -پخت توسط دانشجو) + کنسرو خوراک لوبیا+دوغ,نودالیت 2عدد,نودالیت 2عدد,False,55.42,True,کنسرو خوراک لوبیا|دوغ
نودالیت 2عدد (طبخ نشده -پخت توسط دانشجو) + کنسرو خوراک لوبیا+ماست,نودالیت 2عدد,نودالیت 2عدد,False,55.42,True,کنسرو خوراک لوبیا|ماست
نودالیت 2عدد (طبخ نشده -پخت توسط دانشجو) + کنسرو خوراک لوبیا+میوه,نودالیت 2عدد,نودالیت 2عدد,False,55.42,True,کنسرو خوراک لوبیا|میوه
هات داگ با قارچ و پنیر(رستوران آزاد-کشاورزی),هات داگ با قارچ و پنیر,هات داگ با قارچ و پنیر,False,60.45,False,
همبرگر(رستوران آزاد-کشاورزی),همبرگر,ساندویچ همبرگر,True,90.0,False,
هواری مرغ+میوه,هواری مرغ,خوراک هواری مرغ,True,90.0,True,میوه
پیتزا سبزیجات(رستوران آزاد-کشاورزی),پیتزا سبزیجات,پیتزا سبزیجات,False,85.5,False,
پیتزا مخلوط(رستوران آزاد-کشاورزی),پیتزا مخلوط,پیتزا مخلوط,False,59.38,False,
چلو خورش آلواسفناج,چلو خورش آلواسفناج,چلو خورش آلواسفناج,True,100.0,False,
چلو خورش آلواسفناج+میوه,چلو خورش آلواسفناج,چلو خورش آلواسفناج,True,100.0,True,میوه
چلو خورش فسنجان(مرغ),چلو خورش فسنجان,چلو خورش فسنجان,True,100.0,False,
چلو خورش فسنجان(مرغ)+ میوه,چلو خورش فسنجان,چلو خورش فسنجان,True,100.0,True,میوه
چلو خورش فسنجان(مرغ)+میوه,چلو خورش فسنجان,چلو خورش فسنجان,True,100.0,True,میوه
چلو خورش فسنجان(گوشت قلقلی)+سالاد شیرازی,چلو خورش فسنجان,چلو خورش فسنجان,True,100.0,True,سالاد شیرازی
چلو خورش قلیه ماهی+ژله تک نفره,چلو خورش قلیه ماهی,چلو خورش قلیه ماهی,True,100.0,True,ژله تک نفره
چلو خورش قورمه سبزی+ میوه,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,میوه
چلو خورش قورمه سبزی+آش,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,آش
چلو خورش قورمه سبزی+خوراک لوبیا,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,خوراک لوبیا
چلو خورش قورمه سبزی+سالاد,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,سالاد
چلو خورش قورمه سبزی+سالاد شیرازی,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,سالاد شیرازی
چلو خورش قورمه سبزی+سالاد شیرازی+شله زرد,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,سالاد شیرازی|شله زرد
چلو خورش قورمه سبزی+سالاد شیرازی+میوه,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,سالاد شیرازی|میوه
چلو خورش قورمه سبزی+سالاد کلم,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,سالاد کلم
چلو خورش قورمه سبزی+ماست,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,ماست
چلو خورش قورمه سبزی+ماست موسیر,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,ماست موسیر
چلو خورش قورمه سبزی+ماست موسیر+میوه,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,ماست موسیر|میوه
چلو خورش قورمه سبزی+ماست و خیار,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,ماست و خیار
چلو خورش قورمه سبزی+ماست+میوه,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,ماست|میوه
چلو خورش قورمه سبزی+میوه,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,میوه
چلو خورش قورمه سبزی+ژله تک نفره,چلو خورش قورمه سبزی,چلو خورش قورمه سبزی,True,100.0,True,ژله تک نفره
چلو خورش قیمه آلو,چلو خورش قیمه آلو,چلو خورش قیمه آلو,True,100.0,False,
چلو خورش قیمه بادمجان+بورانی,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,بورانی
چلو خورش قیمه بادمجان+خوراک عدسی (کنارغذا),چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,خوراک عدسی (کنارغذا)
چلو خورش قیمه بادمجان+خوراک لوبیا,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,خوراک لوبیا
چلو خورش قیمه بادمجان+دوغ,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,دوغ
چلو خورش قیمه بادمجان+سالاد,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,سالاد
چلو خورش قیمه بادمجان+سالاد کلم,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,سالاد کلم
چلو خورش قیمه بادمجان+ماست,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,ماست
چلو خورش قیمه بادمجان+ماست موسیر,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,ماست موسیر
چلو خورش قیمه بادمجان+ماست موسیر+میوه,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,ماست موسیر|میوه
چلو خورش قیمه بادمجان+ماست و خیار,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,ماست و خیار
چلو خورش قیمه بادمجان+میوه,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,میوه
چلو خورش قیمه بادمجان+میوه+ماست و خیار,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,میوه|ماست و خیار
چلو خورش قیمه بادمجان+میوه+ژله تک نفره,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,میوه|ژله تک نفره
چلو خورش قیمه بادمجان+ژله تک نفره,چلو خورش قیمه بادمجان,چلو خورش قیمه بادمجان,True,100.0,True,ژله تک نفره
چلو خورش قیمه سیب زمینی+دوغ,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,دوغ
چلو خورش قیمه سیب زمینی+سالاد شیرازی,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,سالاد شیرازی
چلو خورش قیمه سیب زمینی+سالاد شیرازی+میوه,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,سالاد شیرازی|میوه
چلو خورش قیمه سیب زمینی+سالاد کلم,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,سالاد کلم
چلو خورش قیمه سیب زمینی+شله زرد,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,شله زرد
چلو خورش قیمه سیب زمینی+ماست,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,ماست
چلو خورش قیمه سیب زمینی+ماست موسیر,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,ماست موسیر
چلو خورش قیمه سیب زمینی+ماست موسیر+میوه,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,ماست موسیر|میوه
چلو خورش قیمه سیب زمینی+ماست و خیار,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,ماست و خیار
چلو خورش قیمه سیب زمینی+ماست+میوه,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,ماست|میوه
چلو خورش قیمه سیب زمینی+میوه,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,میوه
چلو خورش قیمه سیب زمینی+میوه+ماست و خیار,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,میوه|ماست و خیار
چلو خورش قیمه سیب زمینی+ژله تک نفره,چلو خورش قیمه سیب زمینی,چلو خورش قیمه سیب زمینی,True,100.0,True,ژله تک نفره
چلو خورش قیمه نثار,چلو خورش قیمه نثار,چلو خورش قیمه نثار,True,100.0,False,
چلو خورش قیمه کدو,چلو خورش قیمه کدو,چلو خورش قیمه کدو,True,100.0,False,
چلو خورش قیمه کدو+ماست+میوه,چلو خورش قیمه کدو,چلو خورش قیمه کدو,True,100.0,True,ماست|میوه
چلو خورش لوبیاسبز+ماست,چلو خورش لوبیاسبز,چلو خورش لوبیاسبز,True,100.0,True,ماست
چلو خورش لوبیاسبز+ماست موسیر,چلو خورش لوبیاسبز,چلو خورش لوبیاسبز,True,100.0,True,ماست موسیر
چلو خورش لوبیاسبز+ماست و خیار,چلو خورش لوبیاسبز,چلو خورش لوبیاسبز,True,100.0,True,ماست و خیار
چلو خورش لوبیاسبز+ماست+میوه,چلو خورش لوبیاسبز,چلو خورش لوبیاسبز,True,100.0,True,ماست|میوه
چلو خورش مسما بادمجان با مرغ+آش,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,آش
چلو خورش مسما بادمجان با مرغ+آش رشته,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,آش رشته
چلو خورش مسما بادمجان با مرغ+سالاد,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,سالاد
چلو خورش مسما بادمجان با مرغ+سالاد شیرازی+میوه,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,سالاد شیرازی|میوه
چلو خورش مسما بادمجان با مرغ+ماست,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,ماست
چلو خورش مسما بادمجان با مرغ+ماست موسیر,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,ماست موسیر
چلو خورش مسما بادمجان با مرغ+ماست موسیر+میوه,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,ماست موسیر|میوه
چلو خورش مسما بادمجان با مرغ+میوه,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,میوه
چلو خورش مسما بادمجان با مرغ+ژله تک نفره,چلو خورش مسما بادمجان با مرغ,چلو خورش مسما بادمجان با مرغ,True,100.0,True,ژله تک نفره
چلو خورش کرفس+سالاد شیرازی,چلو خورش کرفس,چلو خورش کرفس,True,100.0,True,سالاد شیرازی
چلو خورش کرفس+سالاد کلم,چلو خورش کرفس,چلو خورش کرفس,True,100.0,True,سالاد کلم
چلو خورش کرفس+ماست,چلو خورش کرفس,چلو خورش کرفس,True,100.0,True,ماست
چلو خورش کرفس+ماست موسیر+میوه,چلو خورش کرفس,چلو خورش کرفس,True,100.0,True,ماست موسیر|میوه
چلو خورش کرفس+ماست+میوه,چلو خورش کرفس,چلو خورش کرفس,True,100.0,True,ماست|میوه
چلو خورش کرفس+میوه,چلو خورش کرفس,چلو خورش کرفس,True,100.0,True,میوه
چلوتن ماهی+زیتون (40 گرم)+خرما,چلوتن ماهی,چلوتن ماهی,True,100.0,True,زیتون (40 گرم)|خرما
چلوتن ماهی+میوه+زیتون (40 گرم)+خرما,چلوتن ماهی,چلوتن ماهی,True,100.0,True,میوه|زیتون (40 گرم)|خرما
چلوجوجه کباب,چلوجوجه کباب,چلوجوجه کباب,True,100.0,False,
چلوجوجه کباب + 3 سوپ + کره (تکنفره) + گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,3 سوپ|کره (تکنفره)|گوجه فرنگی کبابی
چلوجوجه کباب + دوغ,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,دوغ
چلوجوجه کباب + کره (تکنفره) + گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,کره (تکنفره)|گوجه فرنگی کبابی
چلوجوجه کباب+2 سوپ+کره (تکنفره)+گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,2 سوپ|کره (تکنفره)|گوجه فرنگی کبابی
چلوجوجه کباب+آش رشته+کره (تکنفره)+گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,آش رشته|کره (تکنفره)|گوجه فرنگی کبابی
چلوجوجه کباب+آش+کره (تکنفره)+نارنج (50 گرم),چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,آش|کره (تکنفره)|نارنج (50 گرم)
چلوجوجه کباب+آش+کره (تکنفره)+گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,آش|کره (تکنفره)|گوجه فرنگی کبابی
چلوجوجه کباب+دوغ+کره (تکنفره)+نارنج (50 گرم),چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,دوغ|کره (تکنفره)|نارنج (50 گرم)
چلوجوجه کباب+دوغ+کره (تکنفره)+گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,دوغ|کره (تکنفره)|گوجه فرنگی کبابی
چلوجوجه کباب+سالاد فصل,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,سالاد فصل
چلوجوجه کباب+سالاد کلم,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,سالاد کلم
چلوجوجه کباب+سالاد کلم+سوپ,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,سالاد کلم|سوپ
چلوجوجه کباب+سالاد کلم+سوپ جو,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,سالاد کلم|سوپ جو
چلوجوجه کباب+سالاد کلم+میوه,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,سالاد کلم|میوه
چلوجوجه کباب+سوپ+کره (تکنفره)+نارنج (50 گرم),چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,سوپ|کره (تکنفره)|نارنج (50 گرم)
چلوجوجه کباب+سوپ+کره (تکنفره)+گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,سوپ|کره (تکنفره)|گوجه فرنگی کبابی
چلوجوجه کباب+ماست موسیر+میوه,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,ماست موسیر|میوه
چلوجوجه کباب+نوشیدنی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,نوشیدنی
چلوجوجه کباب+کره (تکنفره)+ماست موسیر+گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,کره (تکنفره)|ماست موسیر|گوجه فرنگی کبابی
چلوجوجه کباب+کره (تکنفره)+ماست+گوجه فرنگی کبابی,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,کره (تکنفره)|ماست|گوجه فرنگی کبابی
