raw_food_name,main_food,canonical_food,matched,match_score,has_extras,extras_list
چلوجوجه کباب+کره (تکنفره)+میوه+نارنج (50 گرم),چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,کره (تکنفره)|میوه|نارنج (50 گرم)
چلوجوجه کباب+کره (تکنفره)+نارنج (50 گرم)+ژله تک نفره,چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,کره (تکنفره)|نارنج (50 گرم)|ژله تک نفره
چلوجوجه کباب+کره (تکنفره)+گوجه فرنگی کبابی+خوراک عدسی (کنارغذا),چلوجوجه کباب,چلوجوجه کباب,True,100.0,True,کره (تکنفره)|گوجه فرنگی کبابی|خوراک عدسی (کنارغذا)
چلومرغ,چلومرغ,چلومرغ مخلوط,True,90.0,False,
چلومرغ مخلوط,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,False,
چلومرغ مخلوط+آش رشته+سالاد شیرازی,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,آش رشته|سالاد شیرازی
چلومرغ مخلوط+سالاد شیرازی,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,سالاد شیرازی
چلومرغ مخلوط+سالاد کلم+میوه,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,سالاد کلم|میوه
چلومرغ مخلوط+سالاد+میوه,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,سالاد|میوه
چلومرغ مخلوط+ماست موسیر,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,ماست موسیر
چلومرغ مخلوط+ماست موسیر+میوه,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,ماست موسیر|میوه
چلومرغ مخلوط+ماست و خیار,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,ماست و خیار
چلومرغ مخلوط+ماست+میوه,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,ماست|میوه
چلومرغ مخلوط+ژله تک نفره,چلومرغ مخلوط,چلومرغ مخلوط,True,100.0,True,ژله تک نفره
چلومیرزا قاسمی+پوره سیب زمینی+دوغ,چلومیرزا قاسمی,چلومیرزا قاسمی,True,100.0,True,پوره سیب زمینی|دوغ
چلوکباب تابه ای+دوغ,چلوکباب تابه ای,چلوکباب تابه ای,True,100.0,True,دوغ
چلوکباب تابه ای+دوغ+میوه,چلوکباب تابه ای,چلوکباب تابه ای,True,100.0,True,دوغ|میوه
چلوکباب تابه ای+سوپ,چلوکباب تابه ای,چلوکباب تابه ای,True,100.0,True,سوپ
چلوکباب تابه ای+ژله تک نفره,چلوکباب تابه ای,چلوکباب تابه ای,True,100.0,True,ژله تک نفره
چلوکباب کوبیده,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,False,
چلوکباب کوبیده نگینی,چلوکباب کوبیده نگینی,چلوکباب کوبیده نگینی,True,100.0,False,
چلوکباب کوبیده نگینی+دوغ+کره (تکنفره)+نارنج (50 گرم),چلوکباب کوبیده نگینی,چلوکباب کوبیده نگینی,True,100.0,True,دوغ|کره (تکنفره)|نارنج (50 گرم)
چلوکباب کوبیده نگینی+دوغ+کره (تکنفره)+گوجه فرنگی کبابی,چلوکباب کوبیده نگینی,چلوکباب کوبیده نگینی,True,100.0,True,دوغ|کره (تکنفره)|گوجه فرنگی کبابی
چلوکباب کوبیده نگینی+ماست موسیر+نارنج (50 گرم),چلوکباب کوبیده نگینی,چلوکباب کوبیده نگینی,True,100.0,True,ماست موسیر|نارنج (50 گرم)
چلوکباب کوبیده نگینی+کره (تکنفره)+ماست موسیر+نارنج (50 گرم),چلوکباب کوبیده نگینی,چلوکباب کوبیده نگینی,True,100.0,True,کره (تکنفره)|ماست موسیر|نارنج (50 گرم)
چلوکباب کوبیده+آش رشته+نوشیدنی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,آش رشته|نوشیدنی
چلوکباب کوبیده+آش رشته+کره (تکنفره)+گوجه فرنگی کبابی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,آش رشته|کره (تکنفره)|گوجه فرنگی کبابی
چلوکباب کوبیده+آش+کره (تکنفره)+گوجه فرنگی کبابی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,آش|کره (تکنفره)|گوجه فرنگی کبابی
چلوکباب کوبیده+دوغ,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,دوغ
چلوکباب کوبیده+دوغ+سوپ,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,دوغ|سوپ
چلوکباب کوبیده+دوغ+میوه,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,دوغ|میوه
چلوکباب کوبیده+دوغ+کره (تکنفره)+نارنج (50 گرم),چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,دوغ|کره (تکنفره)|نارنج (50 گرم)
چلوکباب کوبیده+دوغ+کره (تکنفره)+گوجه فرنگی کبابی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,دوغ|کره (تکنفره)|گوجه فرنگی کبابی
چلوکباب کوبیده+دوغ+گوجه فرنگی کبابی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,دوغ|گوجه فرنگی کبابی
چلوکباب کوبیده+سوپ قارچ و خامه+نوشیدنی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,سوپ قارچ و خامه|نوشیدنی
چلوکباب کوبیده+میوه+نوشیدنی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,میوه|نوشیدنی
چلوکباب کوبیده+نوشیدنی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,نوشیدنی
چلوکباب کوبیده+کره (تکنفره)+ماست+گوجه فرنگی کبابی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,کره (تکنفره)|ماست|گوجه فرنگی کبابی
چلوکباب کوبیده+کره (تکنفره)+میوه+گوجه فرنگی کبابی,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,کره (تکنفره)|میوه|گوجه فرنگی کبابی
چلوکباب کوبیده+کره (تکنفره)+نارنج (50 گرم)+ژله تک نفره,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,کره (تکنفره)|نارنج (50 گرم)|ژله تک نفره
چلوکباب کوبیده+کره (تکنفره)+گوجه فرنگی کبابی+بامیه,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,کره (تکنفره)|گوجه فرنگی کبابی|بامیه
چلوکباب کوبیده+کره (تکنفره)+گوجه فرنگی کبابی+خوراک عدسی (کنارغذا),چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,کره (تکنفره)|گوجه فرنگی کبابی|خوراک عدسی (کنارغذا)
چلوکباب کوبیده+کره (تکنفره)+گوجه فرنگی کبابی+دوغ,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,کره (تکنفره)|گوجه فرنگی کبابی|دوغ
چلوکباب کوبیده+کره (تکنفره)+گوجه فرنگی کبابی+ژله تک نفره,چلوکباب کوبیده,چلوکباب کوبیده,True,100.0,True,کره (تکنفره)|گوجه فرنگی کبابی|ژله تک نفره
چلوکوبیده مرغ(1 سیخ)+آش شله قلمکار+نوشیدنی,چلوکوبیده مرغ,چلوکوبیده مرغ,True,100.0,True,آش شله قلمکار|نوشیدنی
چلوکوبیده مرغ(1 سیخ)+دوغ,چلوکوبیده مرغ,چلوکوبیده مرغ,True,100.0,True,دوغ
چلوکوبیده مرغ(1 سیخ)+دوغ+میوه,چلوکوبیده مرغ,چلوکوبیده مرغ,True,100.0,True,دوغ|میوه
چلوکوبیده مرغ(1 سیخ)+نوشیدنی,چلوکوبیده مرغ,چلوکوبیده مرغ,True,100.0,True,نوشیدنی
چلوگوشت,چلوگوشت,چلوگوشت,True,100.0,False,
چلوگوشت + ماست + میوه,چلوگوشت,چلوگوشت,True,100.0,True,ماست|میوه
چلوگوشت+ماست,چلوگوشت,چلوگوشت,True,100.0,True,ماست
چلوگوشت+میوه,چلوگوشت,چلوگوشت,True,100.0,True,میوه
چیز برگر(رستوران آزاد-کشاورزی),چیز برگر,چیز برگر,False,67.5,False,
ژامبون مرغ(رستوران آزاد-کشاورزی),ژامبون مرغ,ژامبون مرغ,False,85.5,False,
کنسرو تن ماهی (180گرمی)+خوراک لوبیا,کنسرو تن ماهی,خوراک کنسرو تن ماهی,True,95.0,True,خوراک لوبیا
کنسرو تن ماهی (180گرمی)+سوپ,کنسرو تن ماهی,خوراک کنسرو تن ماهی,True,95.0,True,سوپ
کنسرو تن ماهی (180گرمی)+میوه,کنسرو تن ماهی,خوراک کنسرو تن ماهی,True,95.0,True,میوه
