date_gregorian,date_jalali,temp_max,temp_min,temp_mean,feels_like_max,feels_like_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_max,relative_humidity_mean,pm2_5_mean,pm2_5_max,pm10_mean,pm10_max,aqi_us_mean,aqi_us_max
2024-06-08,1403-03-19,34.1,21.1,28.5,31.2,17.0,0.0,0.0,0.0,16.6,13.46,16.34,33.5,34.79,50.5,76.46,113
2024-06-09,1403-03-20,35.5,21.8,29.62,32.0,16.4,0.0,0.0,0.0,17.7,10.96,13.4,24.7,31.14,39.9,69.12,106
2024-06-10,1403-03-21,37.0,23.3,30.98,34.0,18.6,0.0,0.0,0.0,20.0,12.04,20.18,33.2,43.97,66.4,75.92,118
2024-06-11,1403-03-22,36.1,21.8,30.3,34.5,19.7,0.0,0.0,0.0,22.8,17.71,27.56,45.4,72.98,100.6,81.92,118
2024-06-12,1403-03-23,36.8,22.0,30.7,34.7,19.5,0.0,0.0,0.0,15.5,15.17,28.15,45.2,66.44,82.2,99.75,145
2024-06-13,1403-03-24,35.4,23.3,29.56,33.7,19.4,0.0,0.0,0.0,28.2,16.92,24.04,31.0,62.05,104.1,97.12,144
2024-06-14,1403-03-25,33.5,22.3,27.69,31.2,19.8,0.0,0.0,0.0,23.4,26.58,30.09,41.4,73.6,97.3,98.58,150
2024-06-15,1403-03-26,32.3,20.7,27.14,31.4,18.9,0.0,0.0,0.0,17.2,29.04,33.75,48.0,71.42,95.9,114.38,172
2024-06-16,1403-03-27,36.1,22.7,29.32,34.0,20.2,0.0,0.0,0.0,27.2,25.08,25.84,36.8,52.7,77.8,105.33,166
2024-06-17,1403-03-28,35.6,22.5,29.39,33.9,20.1,0.0,0.0,0.0,18.2,23.96,22.58,37.0,42.12,58.3,95.75,148
2024-06-18,1403-03-29,35.3,23.3,29.95,33.8,20.4,0.0,0.0,0.0,18.4,22.92,22.94,47.8,39.93,70.8,100.71,176
2024-06-19,1403-03-30,35.1,23.5,29.82,34.3,21.6,0.0,0.0,0.0,23.5,23.29,25.25,49.2,44.62,72.4,108.92,177
2024-06-20,1403-03-31,34.0,22.4,28.3,32.2,21.1,0.0,0.0,0.0,19.6,26.75,22.29,35.4,41.93,54.1,104.92,180
2024-06-21,1403-04-01,34.3,22.2,28.68,32.5,20.5,0.0,0.0,0.0,18.4,25.29,22.12,43.9,38.56,64.7,92.83,150
2024-06-22,1403-04-02,34.3,22.7,29.54,33.0,19.7,0.0,0.0,0.0,12.8,21.29,24.58,43.7,43.85,64.0,97.75,164
2024-06-23,1403-04-03,34.1,23.7,28.92,34.2,21.2,0.1,0.1,0.0,22.4,23.25,26.3,39.0,62.66,87.3,80.33,82
2024-06-24,1403-04-04,33.3,23.3,27.83,32.7,20.8,0.9,0.9,0.0,24.9,28.67,29.7,41.2,72.49,91.0,86.71,91
2024-06-25,1403-04-05,35.5,22.3,30.22,33.7,19.6,0.0,0.0,0.0,22.7,23.58,28.06,52.7,67.68,91.3,84.25,89
2024-06-26,1403-04-06,34.6,24.5,29.92,33.8,20.5,0.0,0.0,0.0,26.0,22.96,28.0,45.8,66.46,83.8,96.38,123
2024-06-27,1403-04-07,34.0,22.3,29.43,32.9,20.5,0.0,0.0,0.0,12.3,23.5,23.27,36.9,45.2,60.1,100.25,163
2024-06-28,1403-04-08,36.0,22.6,30.19,35.2,21.0,0.0,0.0,0.0,10.8,22.58,23.82,40.4,64.55,115.9,78.38,105
2024-06-29,1403-04-09,36.1,25.8,31.04,36.4,24.1,0.0,0.0,0.0,17.8,23.17,40.1,65.4,107.36,179.3,90.38,109
2024-06-30,1403-04-10,34.4,22.8,29.59,34.4,22.2,0.0,0.0,0.0,12.5,28.08,39.43,52.4,104.96,159.3,129.33,184
